EVBDD
L 25
T 2
N 32630
R 1
S 1
; level 1
1323 0 1	2285 0 1	; 6890
1401 0 1	1408 0 1	; 6891
1989 0 0	2297 0 1	; 6892
424 0 0	1402 0 1	; 6893
1399 0 1	2700 0 1	; 6894
1400 0 1	2701 0 1	; 6895
1351 0 0	1420 0 0	; 6896
1416 0 1	1676 0 1	; 6897
1337 0 0	2301 0 0	; 6898
1414 0 1	2702 0 1	; 6899
1394 0 0	2703 0 1	; 6900
1343 0 0	1353 0 0	; 6901
271 0 1	1149 0 0	; 6902
1431 0 0	1438 0 0	; 6903
2003 0 0	2305 0 0	; 6904
425 0 0	1432 0 0	; 6905
1429 0 1	1758 0 0	; 6906
1430 0 0	2704 0 0	; 6907
1353 0 1	2084 0 1	; 6908
1676 0 1	1974 0 1	; 6909
0 0 0	2117 0 1	; 6910
1340 0 1	1974 0 1	; 6911
1235 0 1	1446 0 1	; 6912
1204 0 0	2310 0 1	; 6913
1443 0 1	2159 0 1	; 6914
1174 1 0	1444 0 1	; 6915
1448 0 1	1676 0 1	; 6916
1149 1 0	1974 0 1	; 6917
1149 0 1	1391 0 1	; 6918
2705 0 0	2706 0 1	; 6919
2707 0 1	2708 0 1	; 6920
2708 0 1	2709 0 1	; 6921
207 0 0	2710 0 1	; 6922
2708 0 1	2711 0 1	; 6923
207 0 0	2712 0 1	; 6924
755 0 0	2708 0 1	; 6925
851 0 0	2714 0 1	; 6926
755 0 0	2711 0 1	; 6927
2716 0 1	2717 0 1	; 6928
857 0 1	2718 0 1	; 6929
207 0 0	2719 0 1	; 6930
481 0 0	2717 0 1	; 6931
2717 0 1	2720 0 0	; 6932
207 0 0	2721 0 1	; 6933
2717 0 1	2722 0 1	; 6934
207 0 0	2722 0 1	; 6935
207 0 0	2717 0 1	; 6936
207 0 0	851 0 1	; 6937
856 0 0	860 0 1	; 6938
207 0 0	2718 0 1	; 6939
856 0 1	860 0 1	; 6940
207 0 0	2708 0 1	; 6941
2715 0 1	2724 0 0	; 6942
2718 0 1	2725 0 1	; 6943
2723 0 1	2726 0 1	; 6944
851 0 0	2726 0 1	; 6945
481 0 0	2720 0 0	; 6946
2715 0 1	2727 0 1	; 6947
856 0 0	2728 0 1	; 6948
2715 0 1	2728 0 1	; 6949
856 0 0	2717 0 1	; 6950
2717 0 1	2729 1 1	; 6951
210 0 0	2714 0 1	; 6952
2723 0 1	2730 0 1	; 6953
851 0 0	2723 0 1	; 6954
2726 0 1	2731 0 1	; 6955
210 0 0	2731 0 1	; 6956
473 0 0	2726 0 1	; 6957
210 0 0	2732 0 1	; 6958
2716 0 1	2724 0 1	; 6959
856 0 0	2725 0 1	; 6960
857 0 1	2733 0 1	; 6961
856 0 0	2718 0 1	; 6962
892 0 1	2718 0 1	; 6963
207 0 0	2734 0 1	; 6964
852 0 1	2731 0 1	; 6965
851 0 0	2731 0 1	; 6966
856 0 1	2719 0 1	; 6967
481 0 0	2724 0 0	; 6968
481 0 0	2724 0 1	; 6969
2717 0 1	2724 0 0	; 6970
2717 0 1	2729 0 1	; 6971
2717 0 1	2728 0 1	; 6972
856 0 0	2720 0 0	; 6973
2720 0 0	2724 0 1	; 6974
0 0 0	2735 0 1	; 6975
2736 0 1	2737 1 1	; 6976
2737 0 1	2737 1 1	; 6977
2737 0 1	2738 0 1	; 6978
0 0 0	2738 0 1	; 6979
764 0 0	2737 0 1	; 6980
0 0 0	2737 0 1	; 6981
207 0 0	2739 0 1	; 6982
852 0 1	2726 0 1	; 6983
851 0 0	2732 0 1	; 6984
856 0 1	2721 0 1	; 6985
855 0 0	861 0 1	; 6986
855 0 0	2586 0 1	; 6987
2726 0 1	2730 0 1	; 6988
2731 0 1	2740 0 1	; 6989
2726 0 1	2729 0 0	; 6990
2717 0 1	2724 0 1	; 6991
473 0 0	2723 0 1	; 6992
851 0 0	473 0 0	; 6993
2715 0 1	2741 0 0	; 6994
2716 0 1	2742 0 1	; 6995
2722 0 1	2724 0 1	; 6996
2717 0 1	2718 0 1	; 6997
2715 0 1	2717 0 1	; 6998
2716 0 1	2729 1 1	; 6999
481 0 0	2715 0 1	; 7000
2717 0 1	2725 0 1	; 7001
856 0 0	2716 0 1	; 7002
2723 0 1	2729 1 1	; 7003
851 0 0	860 0 1	; 7004
2716 0 1	2723 0 1	; 7005
0 0 0	860 0 1	; 7006
481 0 0	2729 0 1	; 7007
2720 0 0	2724 0 0	; 7008
1794 0 0	2743 0 0	; 7009
223 0 0	2744 0 1	; 7010
2745 0 1	2746 0 1	; 7011
222 0 0	2747 0 1	; 7012
1794 0 0	2748 0 1	; 7013
1586 0 1	2749 0 1	; 7014
222 0 0	2655 0 1	; 7015
223 0 0	1819 0 1	; 7016
1135 0 1	1794 0 0	; 7017
223 0 0	2748 0 1	; 7018
1580 0 1	2748 0 1	; 7019
984 0 1	2655 0 1	; 7020
1073 0 1	2749 0 1	; 7021
1586 0 1	2750 0 1	; 7022
963 1 0	990 0 1	; 7023
963 0 0	985 0 1	; 7024
1037 0 1	1068 0 1	; 7025
984 0 1	1153 0 1	; 7026
1022 0 0	2751 0 0	; 7027
2752 0 0	2753 0 0	; 7028
252 0 1	2754 0 1	; 7029
2755 0 1	2756 0 1	; 7030
1015 0 1	2757 0 1	; 7031
1032 0 1	1794 0 0	; 7032
1618 0 0	2758 0 1	; 7033
223 0 0	1810 0 1	; 7034
2759 0 1	2760 0 1	; 7035
222 0 0	2761 0 1	; 7036
982 0 1	2748 0 1	; 7037
1059 0 0	2762 0 0	; 7038
2763 0 0	2764 0 0	; 7039
275 0 0	1591 1 0	; 7040
2765 0 1	2766 0 1	; 7041
1052 0 1	2767 0 1	; 7042
1801 0 0	2607 0 1	; 7043
963 0 0	1799 0 1	; 7044
963 0 1	1799 0 1	; 7045
1089 0 0	2768 0 0	; 7046
2769 0 0	2770 0 0	; 7047
292 0 0	2771 0 0	; 7048
2772 0 1	2773 0 1	; 7049
1082 0 0	2774 0 1	; 7050
222 0 0	1081 0 1	; 7051
1068 0 1	1801 0 0	; 7052
963 0 1	1069 0 1	; 7053
1794 0 0	2775 0 1	; 7054
223 0 0	2776 0 1	; 7055
2777 0 1	2778 0 1	; 7056
222 0 0	2779 0 1	; 7057
1073 0 1	2750 0 1	; 7058
1037 0 1	2607 0 1	; 7059
1125 0 0	2780 0 0	; 7060
2781 0 0	2782 0 0	; 7061
302 0 0	2783 0 0	; 7062
1131 1 0	2784 0 1	; 7063
1118 0 0	2785 0 1	; 7064
1136 0 1	2786 0 1	; 7065
999 0 1	1170 0 1	; 7066
1347 0 0	1631 0 0	; 7067
414 0 0	2787 0 0	; 7068
1149 1 0	2788 0 0	; 7069
1139 0 0	1266 0 1	; 7070
1138 0 1	2749 0 1	; 7071
999 0 0	2655 0 1	; 7072
1160 0 0	2789 0 0	; 7073
2790 0 0	2791 0 0	; 7074
320 0 0	2792 0 0	; 7075
1166 0 0	2793 0 0	; 7076
0 0 0	1154 0 0	; 7077
995 0 1	2786 0 1	; 7078
963 0 0	1170 0 1	; 7079
963 0 1	2655 0 1	; 7080
2110 0 0	2794 0 1	; 7081
1331 0 1	2276 0 1	; 7082
2371 0 0	2795 0 1	; 7083
2796 0 1	2797 0 1	; 7084
1149 0 0	2798 0 1	; 7085
418 0 1	1338 0 0	; 7086
1347 0 0	2799 0 1	; 7087
1704 0 1	2800 0 1	; 7088
1425 0 0	2799 0 1	; 7089
1143 0 1	2800 0 1	; 7090
1353 0 1	2799 0 1	; 7091
1704 0 1	2695 0 1	; 7092
1347 0 0	2801 0 1	; 7093
1149 0 0	1703 0 1	; 7094
1143 0 1	2022 0 1	; 7095
1340 0 1	1702 0 1	; 7096
1352 0 0	2799 0 1	; 7097
1367 0 0	2802 0 1	; 7098
1363 0 0	2042 0 1	; 7099
2803 0 1	2804 0 1	; 7100
1687 0 0	2805 0 0	; 7101
437 0 0	2806 0 1	; 7102
2127 0 0	2386 0 1	; 7103
2128 0 1	2386 0 1	; 7104
437 0 0	2807 0 1	; 7105
437 0 0	2389 0 0	; 7106
2808 0 1	2809 0 1	; 7107
1708 0 0	2391 0 0	; 7108
1143 0 1	1702 0 1	; 7109
1143 0 1	1703 0 1	; 7110
271 0 1	2799 0 1	; 7111
1409 0 0	2810 0 1	; 7112
1405 0 1	2067 0 1	; 7113
2811 0 1	2812 0 1	; 7114
1726 0 0	2813 0 1	; 7115
1149 0 0	1389 0 1	; 7116
2145 0 0	2814 0 1	; 7117
1351 0 0	2279 0 0	; 7118
2399 0 1	2815 0 1	; 7119
1395 0 0	2816 0 1	; 7120
1149 0 0	2073 0 1	; 7121
103 0 0	1424 0 1	; 7122
1143 0 1	2695 0 1	; 7123
312 0 1	1702 0 1	; 7124
1344 0 0	2799 0 1	; 7125
1435 0 0	1439 0 0	; 7126
1435 0 0	2083 0 0	; 7127
1758 1 0	2817 0 1	; 7128
1758 0 0	2818 0 0	; 7129
2819 0 1	2820 0 1	; 7130
1323 0 0	2821 0 0	; 7131
1341 0 1	2377 0 1	; 7132
1149 0 0	2822 0 1	; 7133
1149 0 0	2522 0 1	; 7134
2800 0 1	2823 0 1	; 7135
1323 0 0	1393 0 1	; 7136
2092 0 1	2824 0 1	; 7137
414 0 0	2825 0 0	; 7138
1344 0 0	2826 0 0	; 7139
414 0 0	2827 0 0	; 7140
2800 0 1	2820 0 1	; 7141
1323 0 0	1443 0 1	; 7142
271 0 1	2826 0 0	; 7143
0 0 0	1393 0 1	; 7144
787 0 0	908 0 1	; 7145
783 0 0	2315 0 1	; 7146
793 0 0	800 0 0	; 7147
790 0 1	813 0 0	; 7148
800 0 0	825 0 1	; 7149
807 0 0	915 0 0	; 7150
805 0 1	918 0 0	; 7151
1779 0 1	2322 0 0	; 7152
787 0 0	810 0 1	; 7153
825 0 1	827 0 0	; 7154
783 0 0	814 0 1	; 7155
822 0 0	925 0 1	; 7156
820 0 1	928 0 1	; 7157
1784 0 1	1870 0 1	; 7158
790 0 1	921 0 0	; 7159
834 0 0	847 0 0	; 7160
828 0 0	1790 0 0	; 7161
836 0 1	1777 0 1	; 7162
789 0 1	792 0 1	; 7163
790 1 0	797 0 1	; 7164
797 0 1	1776 0 0	; 7165
812 0 1	1777 0 1	; 7166
789 0 1	801 0 1	; 7167
797 0 1	1777 0 1	; 7168
210 0 1	2102 0 1	; 7169
207 0 1	891 1 1	; 7170
891 0 0	2102 0 1	; 7171
930 0 1	2103 0 1	; 7172
0 0 0	930 0 1	; 7173
211 0 1	2828 0 0	; 7174
211 0 1	931 0 1	; 7175
211 0 1	2829 0 0	; 7176
890 0 1	2103 0 1	; 7177
890 0 1	2102 0 1	; 7178
890 0 1	891 0 0	; 7179
890 0 1	891 1 1	; 7180
889 0 0	2103 0 1	; 7181
195 0 1	2830 0 1	; 7182
793 0 0	2247 0 1	; 7183
1778 0 0	1856 0 1	; 7184
1853 0 0	2246 0 0	; 7185
2246 0 0	2246 0 1	; 7186
793 0 0	1778 0 0	; 7187
41 0 1	1856 0 1	; 7188
199 0 1	2831 0 0	; 7189
1861 0 1	2832 0 0	; 7190
196 0 0	2833 0 0	; 7191
201 0 1	920 0 1	; 7192
2834 0 0	2834 0 1	; 7193
41 0 1	799 1 0	; 7194
813 0 0	814 0 1	; 7195
799 0 0	2246 0 0	; 7196
799 0 1	2246 0 0	; 7197
1856 0 1	2835 0 0	; 7198
40 0 1	2246 0 0	; 7199
801 0 1	1856 0 1	; 7200
789 0 0	1778 0 0	; 7201
40 0 1	2246 0 1	; 7202
1778 0 0	2835 0 1	; 7203
195 0 0	2836 0 1	; 7204
2837 0 0	2838 0 1	; 7205
75 0 0	817 0 0	; 7206
194 0 0	1786 0 1	; 7207
2839 0 0	2839 0 1	; 7208
789 0 0	796 0 1	; 7209
789 0 1	796 0 1	; 7210
42 0 1	2840 0 1	; 7211
42 0 1	2841 0 0	; 7212
813 0 0	2246 0 0	; 7213
40 0 1	790 0 0	; 7214
199 0 0	937 0 0	; 7215
938 0 1	941 0 0	; 7216
198 0 0	2842 0 0	; 7217
948 0 0	948 0 1	; 7218
0 0 0	40 0 1	; 7219
799 0 0	801 0 1	; 7220
2246 0 1	2247 0 1	; 7221
2246 0 0	2247 0 0	; 7222
40 0 1	801 0 1	; 7223
799 1 0	2246 0 1	; 7224
795 0 0	799 0 1	; 7225
799 0 1	2247 0 0	; 7226
799 0 0	2247 0 1	; 7227
799 1 1	2246 0 0	; 7228
838 0 1	842 0 1	; 7229
199 0 0	940 0 1	; 7230
938 0 1	941 0 1	; 7231
934 0 0	948 0 1	; 7232
198 0 0	828 0 1	; 7233
199 0 0	938 0 1	; 7234
850 0 1	948 0 1	; 7235
836 0 0	938 0 1	; 7236
938 0 1	960 0 1	; 7237
941 0 1	960 0 1	; 7238
208 0 1	2096 0 1	; 7239
196 0 1	2411 0 0	; 7240
902 0 0	2411 0 0	; 7241
957 0 1	2409 0 0	; 7242
955 0 0	2096 0 1	; 7243
200 0 1	875 0 0	; 7244
838 0 1	907 0 1	; 7245
828 0 1	848 0 0	; 7246
217 0 0	2843 0 0	; 7247
217 0 0	2844 0 1	; 7248
201 0 0	934 0 0	; 7249
201 0 0	828 0 0	; 7250
836 0 0	850 0 1	; 7251
0 0 0	201 0 0	; 7252
937 0 1	948 0 1	; 7253
830 0 0	850 0 0	; 7254
201 0 0	836 0 0	; 7255
850 1 1	937 0 1	; 7256
836 0 0	937 0 1	; 7257
850 1 1	948 0 1	; 7258
861 0 0	883 0 0	; 7259
2095 0 0	2100 0 0	; 7260
883 0 0	2104 0 0	; 7261
861 0 0	892 0 0	; 7262
889 0 1	930 0 0	; 7263
860 0 0	889 0 1	; 7264
851 0 0	859 0 1	; 7265
76 0 1	2845 0 0	; 7266
76 0 1	2595 0 0	; 7267
886 0 0	2100 0 0	; 7268
943 0 1	2100 0 0	; 7269
887 1 0	2100 0 0	; 7270
854 0 0	861 0 0	; 7271
887 1 0	943 0 1	; 7272
861 0 1	2104 0 1	; 7273
74 0 1	851 0 0	; 7274
2595 0 0	2846 0 0	; 7275
887 1 1	943 0 0	; 7276
862 0 0	943 0 0	; 7277
887 1 1	2100 0 1	; 7278
943 0 0	2100 0 1	; 7279
834 0 0	941 0 0	; 7280
831 0 1	937 0 0	; 7281
831 0 1	941 0 0	; 7282
854 0 0	943 0 1	; 7283
941 0 0	960 0 0	; 7284
831 0 1	850 1 0	; 7285
828 0 0	948 0 0	; 7286
948 0 0	1790 0 0	; 7287
850 0 1	948 0 0	; 7288
900 0 0	956 0 0	; 7289
868 0 0	948 0 0	; 7290
2843 0 1	2844 0 1	; 7291
850 1 0	948 0 0	; 7292
836 0 1	937 0 0	; 7293
850 1 0	937 0 0	; 7294
201 0 0	836 0 1	; 7295
830 0 1	850 0 1	; 7296
937 0 0	948 0 0	; 7297
836 0 1	850 0 0	; 7298
41 0 1	1850 0 0	; 7299
1778 0 0	1778 0 1	; 7300
40 0 1	799 0 0	; 7301
2832 0 0	2832 0 1	; 7302
199 0 1	2847 0 1	; 7303
201 0 1	920 0 0	; 7304
1778 0 1	2835 0 0	; 7305
801 0 1	1778 0 1	; 7306
801 0 0	1778 0 0	; 7307
799 0 0	1853 0 0	; 7308
799 0 1	1853 0 0	; 7309
41 0 1	799 1 1	; 7310
2837 0 0	2837 0 1	; 7311
195 0 0	2848 0 0	; 7312
194 0 0	1786 0 0	; 7313
42 0 1	2849 0 0	; 7314
941 0 0	941 0 1	; 7315
41 0 1	1778 0 1	; 7316
795 0 1	799 0 0	; 7317
40 0 1	801 0 0	; 7318
799 0 1	801 0 0	; 7319
889 0 0	930 0 0	; 7320
207 0 1	931 0 0	; 7321
891 0 0	2102 0 0	; 7322
889 0 1	2103 0 0	; 7323
890 0 0	891 1 0	; 7324
890 0 0	891 0 1	; 7325
890 0 0	2102 0 0	; 7326
890 0 0	2103 0 0	; 7327
0 0 0	890 0 0	; 7328
; level 10
n 5959
2850 0 0	2851 0 0	; 7329
195 0 1	2852 0 1	; 7330
195 0 1	2853 0 1	; 7331
2854 0 1	2855 0 0	; 7332
195 0 1	2856 0 1	; 7333
2857 0 0	2858 0 1	; 7334
793 0 0	2859 0 0	; 7335
2860 0 1	2861 0 1	; 7336
2862 0 1	2863 0 0	; 7337
2855 0 0	2864 0 1	; 7338
793 0 0	2862 0 1	; 7339
2861 0 1	2865 0 1	; 7340
2863 0 0	2866 0 1	; 7341
790 0 1	2867 0 0	; 7342
2868 0 1	2869 0 1	; 7343
2870 0 1	2871 0 1	; 7344
2872 0 1	2873 0 0	; 7345
2874 0 1	2875 0 1	; 7346
2870 0 1	2876 0 0	; 7347
2877 0 1	2878 0 0	; 7348
2851 0 0	2877 0 1	; 7349
793 0 0	2879 0 1	; 7350
2861 0 1	2880 0 1	; 7351
2870 0 1	2881 0 1	; 7352
793 0 0	2865 0 1	; 7353
41 0 1	2866 0 1	; 7354
793 0 0	2882 0 1	; 7355
2855 0 0	2870 0 1	; 7356
793 0 0	2863 0 0	; 7357
41 0 1	2863 0 0	; 7358
793 0 0	2883 0 1	; 7359
793 0 0	2884 0 0	; 7360
2862 0 1	2885 0 0	; 7361
2859 0 0	2882 0 1	; 7362
2862 0 1	2885 0 1	; 7363
2859 0 0	2882 0 0	; 7364
2886 0 1	2887 0 0	; 7365
805 0 1	2888 0 0	; 7366
2889 0 0	2890 0 1	; 7367
2891 0 1	2892 0 0	; 7368
2893 0 1	2894 0 0	; 7369
2888 0 0	2892 0 0	; 7370
805 0 1	2895 0 1	; 7371
199 0 1	2891 0 1	; 7372
194 0 1	2877 0 1	; 7373
2861 0 1	2896 0 1	; 7374
197 0 1	2897 0 1	; 7375
2861 0 1	2898 0 1	; 7376
2877 0 1	2899 0 1	; 7377
2861 0 1	2900 0 1	; 7378
2877 0 1	2901 0 0	; 7379
2861 0 1	2902 0 1	; 7380
2880 0 1	2903 0 1	; 7381
2870 0 1	2904 0 1	; 7382
2905 0 1	2906 0 1	; 7383
2899 0 1	2908 0 1	; 7384
813 0 0	2907 0 0	; 7385
2909 0 1	2910 0 1	; 7386
40 0 1	2907 0 0	; 7387
2905 0 1	2911 0 1	; 7388
2901 0 0	2908 0 1	; 7389
2860 0 1	2912 0 1	; 7390
2863 0 0	2913 0 1	; 7391
2863 0 0	2914 0 1	; 7392
2863 0 0	2915 0 0	; 7393
2863 0 0	2916 0 0	; 7394
2866 0 1	2917 0 1	; 7395
2866 0 1	2882 0 1	; 7396
2866 0 1	2918 0 0	; 7397
2862 0 1	2914 0 0	; 7398
2919 0 1	2920 0 0	; 7399
820 0 1	2921 0 0	; 7400
2922 0 1	2923 0 1	; 7401
2924 0 1	2925 0 0	; 7402
2926 0 1	2927 0 0	; 7403
2921 0 0	2925 0 0	; 7404
820 0 1	2928 0 1	; 7405
195 0 0	2924 0 1	; 7406
2861 0 1	2929 0 1	; 7407
2855 0 0	2930 0 1	; 7408
2905 0 1	2910 0 1	; 7409
2851 0 0	2931 0 1	; 7410
2851 0 0	2932 0 1	; 7411
2870 0 1	2933 0 1	; 7412
2870 0 1	2934 0 1	; 7413
2870 0 1	2935 0 0	; 7414
2870 0 1	2936 0 0	; 7415
2863 0 0	2879 0 1	; 7416
2863 0 0	2882 0 1	; 7417
2863 0 0	2883 0 1	; 7418
793 0 0	2916 0 0	; 7419
2862 0 1	2917 0 1	; 7420
2862 0 1	2882 0 1	; 7421
2862 0 1	2918 0 0	; 7422
2862 0 1	2882 0 0	; 7423
2937 0 1	2938 0 0	; 7424
831 0 1	2939 0 0	; 7425
2940 0 1	2941 0 1	; 7426
2942 0 1	2943 0 0	; 7427
2944 0 1	2945 0 0	; 7428
2939 0 0	2943 0 0	; 7429
831 0 1	2946 0 0	; 7430
199 0 0	2942 0 1	; 7431
195 0 1	2870 0 1	; 7432
2861 0 1	2947 0 1	; 7433
793 0 0	2948 0 1	; 7434
2861 0 1	2949 0 0	; 7435
2865 0 1	2885 0 0	; 7436
2865 0 1	2950 0 1	; 7437
2865 0 1	2885 0 1	; 7438
2865 0 1	2912 0 1	; 7439
41 0 1	2913 0 1	; 7440
41 0 1	2914 0 1	; 7441
41 0 1	2915 0 0	; 7442
41 0 1	2916 0 0	; 7443
2866 0 1	2951 0 1	; 7444
2866 0 1	2914 0 1	; 7445
2866 0 1	2951 0 0	; 7446
2866 0 1	2914 0 0	; 7447
828 0 0	2952 0 1	; 7448
2953 0 0	2954 0 0	; 7449
2954 0 0	2955 0 1	; 7450
2956 0 1	2957 0 0	; 7451
2958 0 0	2959 0 0	; 7452
2960 0 0	2961 0 0	; 7453
2962 0 1	2963 0 0	; 7454
2964 0 0	2965 0 0	; 7455
2957 0 0	2966 0 1	; 7456
2961 0 0	2964 0 0	; 7457
2960 0 0	2963 0 0	; 7458
2965 0 0	2967 0 0	; 7459
2968 0 1	2969 0 0	; 7460
831 0 1	2960 0 0	; 7461
2941 0 1	2962 0 1	; 7462
2943 0 0	2964 0 0	; 7463
2957 0 0	2970 0 1	; 7464
831 0 1	2964 0 0	; 7465
2941 0 1	2960 0 0	; 7466
2943 0 0	2967 0 0	; 7467
2971 0 1	2972 0 0	; 7468
2954 0 0	2970 0 1	; 7469
2973 0 0	2974 0 1	; 7470
2975 0 0	2976 0 1	; 7471
2977 0 0	2978 0 1	; 7472
2952 0 1	2977 0 0	; 7473
831 0 1	2979 0 0	; 7474
2941 0 1	2980 0 1	; 7475
2970 0 1	2981 0 0	; 7476
199 0 0	2967 0 0	; 7477
831 0 1	2982 0 0	; 7478
831 0 1	2983 0 0	; 7479
199 0 0	2943 0 0	; 7480
831 0 1	2984 0 0	; 7481
2964 0 0	2985 0 1	; 7482
2960 0 0	2986 0 1	; 7483
2964 0 0	2985 0 0	; 7484
2960 0 0	2986 0 0	; 7485
2987 0 0	2988 0 0	; 7486
2989 0 0	2990 0 0	; 7487
2991 0 1	2992 0 0	; 7488
2993 0 0	2994 0 0	; 7489
2992 0 0	2995 0 0	; 7490
2989 0 0	2994 0 0	; 7491
2990 0 0	2996 0 1	; 7492
2993 0 0	2997 0 0	; 7493
2977 0 0	2998 0 1	; 7494
2963 0 0	2999 0 1	; 7495
3000 0 0	865 0 0	; 7496
203 0 0	2977 0 0	; 7497
2941 0 1	3001 0 1	; 7498
204 0 0	3002 0 0	; 7499
831 0 1	2943 0 0	; 7500
831 0 1	2941 0 1	; 7501
2941 0 1	3003 0 1	; 7502
868 0 0	3004 0 0	; 7503
2977 0 1	3005 0 1	; 7504
201 0 0	3004 0 0	; 7505
3006 0 1	3007 0 1	; 7506
2962 0 1	3008 0 1	; 7507
3009 0 1	3010 0 1	; 7508
3006 0 1	3011 0 0	; 7509
868 0 0	3007 0 1	; 7510
2962 0 1	3012 0 0	; 7511
2943 0 0	3013 0 1	; 7512
2943 0 0	3014 0 1	; 7513
2943 0 0	3015 0 0	; 7514
2943 0 0	3016 0 0	; 7515
2967 0 0	3017 0 1	; 7516
2967 0 0	2986 0 1	; 7517
2967 0 0	2983 0 0	; 7518
2964 0 0	3018 0 0	; 7519
3019 0 0	872 0 1	; 7520
873 0 0	3020 0 0	; 7521
3021 0 1	3022 0 1	; 7522
200 0 1	3020 0 0	; 7523
3023 0 0	3024 0 1	; 7524
3007 0 1	3009 0 1	; 7525
3011 0 0	3025 0 1	; 7526
2941 0 1	3026 0 1	; 7527
2957 0 0	3027 0 1	; 7528
2957 0 0	3028 0 1	; 7529
3029 0 0	3030 0 1	; 7530
3031 0 1	3032 0 1	; 7531
2977 0 0	3011 0 0	; 7532
2970 0 1	3033 0 0	; 7533
2970 0 1	3034 0 0	; 7534
2943 0 0	2979 0 0	; 7535
2943 0 0	2982 0 0	; 7536
2943 0 0	2983 0 0	; 7537
831 0 1	3016 0 0	; 7538
2964 0 0	3017 0 1	; 7539
2964 0 0	2986 0 1	; 7540
2964 0 0	2983 0 0	; 7541
2964 0 0	2986 0 0	; 7542
831 0 1	3035 0 0	; 7543
2941 0 1	2982 0 0	; 7544
2963 0 0	2970 0 1	; 7545
831 0 1	2985 0 0	; 7546
2941 0 1	2984 0 0	; 7547
2963 0 0	2980 0 1	; 7548
2966 0 1	2981 0 0	; 7549
2960 0 0	3036 0 0	; 7550
2967 0 0	3037 0 0	; 7551
2960 0 0	3008 0 1	; 7552
2960 0 0	2985 0 0	; 7553
2960 0 0	3012 0 0	; 7554
199 0 0	3013 0 1	; 7555
199 0 0	3014 0 1	; 7556
199 0 0	3015 0 0	; 7557
199 0 0	3016 0 0	; 7558
2967 0 0	3015 0 1	; 7559
2967 0 0	3018 0 1	; 7560
2967 0 0	3015 0 0	; 7561
2967 0 0	3018 0 0	; 7562
852 0 0	3038 0 0	; 7563
207 0 0	3039 0 0	; 7564
857 0 0	3040 0 0	; 7565
856 0 1	881 0 0	; 7566
854 0 0	3041 0 0	; 7567
3042 0 0	3043 0 1	; 7568
3044 0 0	3045 0 0	; 7569
857 0 0	3046 0 0	; 7570
854 0 0	3044 0 0	; 7571
3041 0 0	3043 0 1	; 7572
3045 0 0	3047 0 0	; 7573
3048 0 1	3049 0 1	; 7574
857 0 0	3050 0 0	; 7575
3051 0 1	3052 0 0	; 7576
3053 0 0	3054 0 0	; 7577
3050 0 0	3055 0 1	; 7578
3056 0 1	3057 0 1	; 7579
3050 0 0	3055 0 0	; 7580
3058 0 0	3059 0 1	; 7581
852 0 0	3058 0 0	; 7582
854 0 0	3060 0 0	; 7583
3050 0 0	3061 0 1	; 7584
75 0 1	3047 0 0	; 7585
854 0 0	3062 0 0	; 7586
854 0 0	3063 0 0	; 7587
854 0 0	3064 0 0	; 7588
854 0 0	3045 0 0	; 7589
75 0 1	3045 0 0	; 7590
3044 0 0	3065 0 1	; 7591
3041 0 0	3064 0 1	; 7592
3044 0 0	3065 0 0	; 7593
3041 0 0	3064 0 0	; 7594
3043 0 1	3066 0 0	; 7595
3058 0 0	3067 0 0	; 7596
3043 0 1	3068 0 1	; 7597
3043 0 1	3069 0 1	; 7598
210 0 0	3058 0 0	; 7599
3043 0 1	3070 0 0	; 7600
211 0 0	3071 0 0	; 7601
854 0 0	3043 0 1	; 7602
3041 0 0	3072 0 1	; 7603
3073 0 1	3074 0 1	; 7604
3067 0 1	3076 0 1	; 7605
886 0 0	3075 0 0	; 7606
886 0 0	3073 0 1	; 7607
74 0 1	3075 0 0	; 7608
3042 0 0	3065 0 0	; 7609
3073 0 1	3077 0 1	; 7610
3067 0 0	3076 0 1	; 7611
3045 0 0	3078 0 1	; 7612
3045 0 0	3079 0 1	; 7613
3045 0 0	3080 0 0	; 7614
3045 0 0	3081 0 0	; 7615
3047 0 0	3082 0 1	; 7616
3047 0 0	3064 0 1	; 7617
3047 0 0	3083 0 0	; 7618
3044 0 0	3081 0 0	; 7619
889 0 1	3084 0 0	; 7620
889 0 1	3085 0 1	; 7621
3084 0 0	3086 0 0	; 7622
0 0 0	3085 0 1	; 7623
207 0 1	3086 0 0	; 7624
852 0 0	3087 0 1	; 7625
857 0 0	3088 0 1	; 7626
857 0 0	3089 0 1	; 7627
3050 0 0	3090 0 1	; 7628
3058 0 0	3067 0 1	; 7629
3050 0 0	3091 0 0	; 7630
3050 0 0	3090 0 0	; 7631
3050 0 0	3091 0 1	; 7632
3045 0 0	3060 0 0	; 7633
3045 0 0	3062 0 0	; 7634
3045 0 0	3063 0 0	; 7635
854 0 0	3081 0 0	; 7636
3044 0 0	3082 0 1	; 7637
3044 0 0	3064 0 1	; 7638
3044 0 0	3083 0 0	; 7639
3044 0 0	3064 0 0	; 7640
854 0 0	3066 0 0	; 7641
3043 0 1	3062 0 0	; 7642
854 0 0	3069 0 1	; 7643
207 0 0	3050 0 0	; 7644
3043 0 1	3064 0 0	; 7645
3041 0 0	3065 0 1	; 7646
3041 0 0	3092 0 1	; 7647
3041 0 0	3065 0 0	; 7648
